"CAS番号","物質名","安衛法","皮膚等障害","がん原性","濃度基準値","安衛法危険物","特化則","特別管理物質","有機則","鉛則","粉じん則","化管法","毒劇法","消防法品名","化審法","大防法","水濁法有害物質","土対法","女性則","備考","出所"
"110-17-8","フマル酸","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"110-18-9","Ｎ，Ｎ，Ｎ’，Ｎ’－テトラメチルエチレンジアミン","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"110-25-8","Ｎ－メチル－Ｎ－オレオイルグリシン","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"110-26-9","Ｎ，Ｎ’－メチレンビスアクリルアミド","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"110-42-9","メチル＝デカノアート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"110-43-0","２－ヘプタノン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"110-45-2","ギ酸イソアミル","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"110-46-3","イソペンチル＝ニトリット","対象物","該当","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"110-49-6","２－メトキシエチル＝アセタート","対象物","該当","","該当","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"110-62-3","吉草酸アルデヒド","対象物","該当","","該当","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"110-64-5","２－ブテン－１，４－ジオール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"110-65-6","ブチン－２－ジオール－１，４","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"110-71-4","１，２－ジメトキシエタン","対象物","","","","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"110-81-6","ジエチルジスルファン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"110-82-7","シクロヘキサン","対象物","","","該当","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"110-83-8","シクロヘキセン","対象物","","","該当","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"110-85-0","ピペラジン","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"110-86-1","ピリジン","対象物","該当","","該当","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"110-87-2","ジヒドロピラン","対象物","該当","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"110-88-3","１，３，５－トリオキサン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"110-89-4","ピペリジン","対象物","該当","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"110-93-0","６－メチル－５－ヘプテン－２－オン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"110-96-3","ジイソブチルアミン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"110-97-4","ジイソプロパノールアミン","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-11-5","メチル＝オクタノアート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-13-7","２－オクタノン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-14-8","ヘプタン酸","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-17-1","３，３’－チオジプロピオン酸","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-18-2","Ｎ，Ｎ，Ｎ’，Ｎ’－テトラメチルヘキサメチレンジアミン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-27-3","１－ヘキサノール","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-30-8","グルタルアルデヒド","対象物","該当","","該当","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"111-31-9","１－ヘキサンチオール","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-36-4","ブチルイソシアネート","対象物","該当","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-40-0","Ｎ－（２－アミノエチル）－１，２－エタンジアミン","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-41-1","Ｎ－（２－アミノエチル）－２－アミノエタノール","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-43-3","ジプロピルエーテル","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-44-4","２，２’－ジクロロジエチルエーテル","対象物","該当","","該当","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-49-9","ヘキサメチレンイミン","対象物","該当","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-65-9","オクタン","対象物","","","","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"111-66-0","オクタ－１－エン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-69-3","アジポニトリル","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-70-6","１－ヘプタノール","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-71-7","ヘプタナール","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-77-3","２－（２－メトキシエトキシ）エタノール","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"111-78-4","シクロオクタ－１，５－ジエン","対象物","該当","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-82-0","メチル＝ドデカノアート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"111-84-2","ノナン","対象物","","","該当","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"111-85-3","１－クロロオクタン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-86-4","１－オクタンアミン","対象物","該当","","","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"111-87-5","オクタン－１－オール","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"111-88-6","１－オクタンチオール","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"111-90-0","２－（２－エトキシエトキシ）エタノール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-91-1","ジクロロエチルホルマール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"111-92-2","ジ－ｎ－ブチルアミン","対象物","該当","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"111-96-6","１－メトキシ－２－（２－メトキシエトキシ）エタン","対象物","該当","","該当","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-00-5","ドデシル（トリメチル）アンモニウム＝クロリド","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-02-7","ヘキサデシル（トリメチル）アンモニウム＝クロリド","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-03-8","トリメチル（オクタデシル）アンモニウム＝クロリド","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-05-0","ノナン酸","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-07-2","２－ブトキシエチル＝アセタート","対象物","該当","","該当","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-18-5","Ｎ，Ｎ－ジメチルドデカン－１－イルアミン","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-24-3","Ｎ，Ｎ’－ビス（２－アミノエチル）エタン－１，２－ジアミン","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-25-4","２－（ヘキシルオキシ）エタノール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-26-5","１，２－ビス（２－クロロエトキシ）エタン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-30-1","デカン－１－オール","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-31-2","１－デカナール","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-34-5","２－（２－ブトキシエトキシ）エタノール","対象物","","","該当","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-36-7","１－エトキシ－２－（２－エトキシエトキシ）エタン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"112-40-3","ドデカン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-41-4","ドデカ－１－エン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-42-5","ウンデカン－１－オール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-45-8","ウンデセナール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-49-2","２，５，８，１１－テトラオキサドデカン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-53-8","ドデカン－１－オール","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-55-0","ドデカン－１－チオール","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-56-1","２－ブトキシ－２’－チオシアノ－ジエチルエーテル","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"112-57-2","３，６，９－トリアザウンデカン－１，１１－ジイルジアミン","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-59-4","２－［２－（ヘキサン－１－イルオキシ）エトキシ］エタノール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-70-9","トリデシルアルコール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-72-1","テトラデカン－１－オール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-75-4","Ｎ－テトラデシルジメチルアミン","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"112-76-5","ステアロイル＝クロリド","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"112-90-3","（Ｚ）－９－オクタデセン－１－アミン","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
